best_epoch,train_accuracy,val_accuracy,test_accuracy,train_logloss,val_logloss,test_logloss
211,0.6514913657770801,0.6666666666666666,0.5633802816901409,0.68373454934388,0.6869849442087544,0.6913368609185562
