epoch,train_loss,val_loss,best_epoch
1,0.6872150161576982,0.6920310474337547,False
2,0.6867445028932353,0.6917712500957256,False
3,0.6860533224731636,0.6914967220154167,False
4,0.6855403732280342,0.6910939423690939,False
5,0.6847706511967597,0.6905554124447102,False
6,0.6842983766477935,0.6907396450848646,False
7,0.6837253104573704,0.6903156190411026,False
8,0.6828734447106461,0.6898350880739275,False
9,0.6825446932806137,0.6897816548884754,False
10,0.6821218117065669,0.6897431768721818,False
11,0.6817091497559001,0.6894443863434411,False
12,0.6813479823819135,0.6895197176597487,False
13,0.6808699024154028,0.6894352668327904,False
14,0.6802381392176522,0.6890525098697681,False
15,0.6797972305603267,0.6887323271500673,False
16,0.6788379580858551,0.6886523357579406,False
17,0.6783983245187876,0.6883047158729303,False
18,0.677764872273246,0.6875240830748294,False
19,0.6772331193066092,0.6872081890912123,False
20,0.6767017716889853,0.6869490241780527,False
21,0.6760990135898021,0.6865041054470439,False
22,0.6753137879880668,0.6855504912949504,False
23,0.6747905180630167,0.6855950375118166,False
24,0.6742176968411336,0.6850981866250015,False
25,0.6734851619325216,0.6848096492144983,False
26,0.6729035068718567,0.6844247856610258,False
27,0.6725361719610553,0.6842761792487382,False
28,0.6717830556715302,0.6835587200984149,False
29,0.6711496462814475,0.6833249946155459,False
30,0.6709343466317074,0.6833050751909964,False
31,0.6704105170592782,0.6832994519265045,False
32,0.6701261701538949,0.6833540248758916,False
33,0.6694863287021451,0.6831709406745266,False
34,0.668893870697291,0.683116594110856,False
35,0.6684739116690409,0.682562553266964,False
36,0.6679372035633638,0.6823226336582165,False
37,0.6674577439879323,0.681851863861084,False
38,0.6669317583554955,0.6814269946774406,False
39,0.6662657152352565,0.6808628361549736,False
40,0.6660957917968744,0.6806893259146963,False
41,0.6658681163701756,0.680696813433383,False
42,0.6653010277209139,0.6801974154973813,False
43,0.6649500652328952,0.6800583836058496,False
44,0.6645328373512256,0.679826598631944,False
45,0.6639645979206079,0.6795701469893747,False
46,0.6635677134691266,0.6797042470862608,False
47,0.6628071900626741,0.6791462244841974,False
48,0.6622766230132554,0.679005226199056,False
49,0.6616497910004021,0.677858379805032,False
50,0.6611932690607697,0.6775233276852979,False
51,0.660899147087214,0.6773258860402264,False
52,0.6605188548097056,0.6774477187736493,False
53,0.6599419989990103,0.6776061174175549,False
54,0.6594320359746553,0.6775240706446025,False
55,0.6588343336499841,0.6768045314880604,False
56,0.6585746101999956,0.6769976295495816,False
57,0.6579607303138805,0.676612848127392,False
58,0.6574230428486828,0.6763992274591061,False
59,0.656973771622267,0.6761439360083549,False
60,0.65644530842031,0.6756196748202955,False
61,0.6559667677576164,0.6754116046596581,False
62,0.6555378439849362,0.6753784184444678,False
63,0.6552224081109046,0.6748544042099249,False
64,0.6547044638655436,0.6747462462651338,False
65,0.6541594653339177,0.6742154359817505,False
66,0.6536380296786501,0.6738528607876648,False
67,0.6531203378407135,0.6738200333196792,False
68,0.6528335633794404,0.6737501631040528,False
69,0.6526100674360475,0.673770589587834,False
70,0.652118194000313,0.6733848081787986,False
71,0.6515333953326687,0.6728138867678217,False
72,0.6510955649230693,0.6723094988316997,False
73,0.6505163387282864,0.672186896414824,False
74,0.6501307911831693,0.6724144715658376,False
75,0.6497010164302035,0.6722680288301387,False
76,0.6490477396985238,0.6718249729541546,False
77,0.6485053812222353,0.6718860573611909,False
78,0.6481037162349587,0.671871435194508,False
79,0.6477792577896987,0.6713629629410488,False
80,0.6474158015318531,0.6708634284460488,False
81,0.6470093348149789,0.6709085663719356,False
82,0.646800601220393,0.6709962355698778,False
83,0.6464287730831554,0.6705944081987014,False
84,0.6460048285440149,0.6707124088851499,False
85,0.6456818420621252,0.6707200059588526,False
86,0.6453076048960305,0.6708713057735156,False
87,0.6449832796489051,0.6709786002904596,False
88,0.6444203411484812,0.6705660955726821,False
89,0.6440898235682603,0.6706405865474486,False
