date,sentiment_score,credit_ratings_risk,monetary_policy_inflation,banking_financial_markets,us_politics_geopolitics,economic_data_releases,stock_market_performance,trade_war_oil,corporate_business_activity,elections_fiscal_policy,index_earnings,tf_market,tf_economy,tf_bank,tf_oil_energy,tf_trade,tf_stock,tf_fed,tf_rate,tf_inflation,tf_earnings,tf_debt,index_movement
2016-01-05,0.2405123541131615,0.0078160141905148,0.0028347003584106,0.2395831106437576,0.0679031668437851,0.002924163515369,0.0988786330239639,0.1193620764339963,0.2735429323381848,0.1297263279557227,0.0521582729286617,1.975143897730793,1.6464779061944363,2.7212630965758304,0.7740298585018932,0.682981260340818,2.3049581634281924,0.2448874496170064,0.2182732098609698,0.0794207394744895,0.0,0.3177329507177376,1
2016-01-06,-0.0159099005162715,0.0,0.2942969860509037,0.2487648293375969,0.0125087603926658,0.0,0.1662646032869815,0.1273209632374346,0.0494966566562652,0.0046785127371549,0.0941029591485857,2.955211529482076,1.8417233681288885,1.2366663934291635,1.7575298873272052,0.8276878092024363,1.0785629357171678,0.1811870868001144,0.8061424634353528,2.120105304652898,0.1033311481600161,0.1791288868083878,0
2016-01-07,0.0335507253184914,0.0832761347293853,0.3231541186571121,0.1211576024070381,0.0962473537772894,0.0,0.1110003575682639,0.0724154062569141,0.0378363600000738,0.0124070541001856,0.1394525468349456,2.1023653500179886,2.8943276044333266,1.088928429073516,1.4490746756276056,0.8070769950230008,1.5533781472229038,2.0362212484145927,0.5956865785643426,0.9562169954929964,0.035486666446838,0.1364285468256174,0
2016-01-08,-0.2527308305725455,0.0832560116425156,0.166097212396562,0.1637800484895706,0.0899530164897441,0.0,0.1793649714440107,0.1586099084466695,0.0656131002120673,0.0203942138701677,0.0705982498824596,1.7344248074532087,1.7519289358072014,0.6412202234429785,3.1867533805750563,0.4542286044426484,0.7021671748832534,0.9797506637325002,0.7479300308237101,0.3628149488206443,0.3294588224905863,0.2583717493406395,0
2016-01-11,-0.1984182587824762,0.0,0.2136844001710414,0.2062994424253701,0.005006793141365,0.0,0.2601494871079922,0.0825434857048094,0.0225544989109039,0.0210349413566291,0.1847124803811311,2.3656846903085937,1.6915418077864584,1.1876029208747378,2.369007871916371,0.3736673630688278,2.342998169485852,0.5928236857452306,1.232904358438884,1.3249324267842004,1.624175048760256,0.16929001602866,1
2016-01-12,0.3035119472071528,0.0835401989105674,0.1972782082027859,0.1364031225028965,0.0293353218585252,0.0065611522230837,0.1864250364402929,0.0912381758292515,0.2116336855623457,0.0133868004712793,0.0394464809861447,2.3124012805487864,2.0154739319940616,1.8043477273177704,2.3228735712775586,0.0798330391851628,1.1243148570845654,0.47993237044287,0.2836673632686248,0.9479542567130111,0.3612495742374023,0.555372197931719,1
2016-01-13,0.2784847412258386,0.006533870846033,0.2167806213721633,0.2186241568066179,0.143930710107088,0.0,0.0639495689421892,0.155287417769432,0.0241987701505422,0.0639703175053,0.1013134398497641,1.6033206457998248,3.899479652805533,1.3428945223630466,2.370329364474544,0.1389230261611774,0.3918444681754857,1.2190911608406263,0.6236446044286653,0.8710518509391367,0.4614502978686016,1.3194488858695168,0
2016-01-14,-0.0890956016257405,0.0,0.1799322143197059,0.2190268732607364,0.0412855505943298,0.007259346731007,0.3422894924879074,0.0415652542375027,0.0139503004029393,0.0135445802472531,0.1379315614700317,2.6723768661433427,1.832314596787045,2.004911582289143,4.216242983485397,0.2294011051039277,1.9506775177210067,0.7573237596796301,0.7591374729773379,2.136944892714117,0.2668959508736389,0.4360638925082082,1
2016-01-15,-0.3035644844174385,0.2237639550119638,0.2580848474055528,0.1362648639827966,0.0533423012122511,0.0025251805782318,0.1744340442121029,0.0552240673452615,0.0733041323721408,0.0177925469353794,0.0016990464180707,1.781055999443121,1.6210878225661256,1.4628344189667322,2.2186320355313853,0.0179842455163498,0.4705300681801301,2.2516078100520147,1.025350850726264,0.9212740398065776,0.044831184515809,0.78285472358652,0
2016-01-19,0.093362611811608,0.1036007594317197,0.0942757122218608,0.104979545623064,0.060482882335782,0.0,0.1026583611965179,0.1657857760787009,0.227763045951724,0.0192494750022888,0.1187532752752304,2.3480284065007666,2.389925410873569,2.565965711156552,3.781612291467245,0.2351722721196213,0.9033588226291918,0.0590692618565398,0.2405653585301882,0.6395852693076,0.3323687200295002,0.2895624759207782,1
2016-01-20,0.0209783488884567,0.0,0.2040562406182289,0.2388770289719104,0.0705549860373139,0.0167182967066764,0.1370383858680725,0.122968478500843,0.1373606589622795,0.0155582856386899,0.0555860791355371,1.8555848728389983,2.337034034319584,4.194540355524478,3.45317648708076,0.4776396269599292,0.7668040396594473,0.0,0.4983764584856467,1.2708045644198795,0.2150143747661382,1.2814229580537928,0
2016-01-21,0.1986574491485953,0.0245790226384997,0.1444962982088327,0.233030904456973,0.0529433561488985,0.0159001074731349,0.0615892061963677,0.1265574724413454,0.1474538579583167,0.0415077328681945,0.1497716477140784,2.721756718225128,1.2506556428447992,2.877985343423683,3.349236021885251,0.5561815606469892,2.43130434983802,0.3375889562986428,1.1274164171000849,0.4932613145551086,0.5964544927106785,0.7905753591103837,1
2016-01-22,-0.0977054364979267,0.0812571883201599,0.0677211739122867,0.2205328054726123,0.1030194573104381,0.0054416719824075,0.0819361239671706,0.1695866908878088,0.1153309375047683,0.0072736784815788,0.1464331703260541,2.546072288708636,1.1377806839108116,2.7799021805379143,4.285833709343321,0.0733397824068854,2.118756648293655,0.0314176833837971,0.1369526319109558,0.3849796704922814,0.4741310499992008,0.1977705860336598,1
2016-01-25,-0.0349374249577522,0.0911007726565003,0.0617834271863102,0.1852916926145553,0.0836506254971027,0.0,0.18533471589908,0.1416655176319182,0.0815353754907846,0.0242077800445258,0.1440286144614219,2.178678504920968,1.2047811850552357,1.945143742778556,3.7214113253304046,0.1662524473951523,1.751559829999061,0.5691966898179579,0.5661776084564325,0.3256994281612835,0.4793842573254563,0.1855061225524957,0
2016-01-26,-0.1162355232052505,0.1555163979530334,0.1220509615726768,0.0871129676699638,0.0011232200078666,0.0091007990762591,0.3837304819375277,0.0181708730757236,0.143380775861442,0.0,0.0750017389655113,2.0059807317899785,0.9196925770920572,1.414559928493625,3.550455988100213,0.1393617592941476,1.08721031240115,1.80147032339619,0.5042851779294903,0.350484914295021,1.1206838477515118,0.8233723011422078,1
2016-01-27,0.0026390362530946,0.0,0.0798391602933406,0.3047530565410852,0.0484895698726177,0.0230774097144603,0.2037087745033204,0.034861166961491,0.1220607096329331,0.0083703467622399,0.1726421698927879,3.2301955134586686,1.8383600010838448,3.5926471122936845,1.959727732600626,0.1766823374080059,1.8453220984941785,1.462500844027482,0.8556383296219104,0.3869226195228721,0.9148746697079148,0.5299124796559772,0
2016-01-28,-0.1764046146534383,0.1065103080537584,0.3301627952605486,0.1130868237879541,0.0247404865092701,0.0,0.206150678710805,0.0462579236676295,0.1365310247573587,0.0121918502781126,0.017934053722355,1.0829455160218036,2.7028619726974688,2.210489146880439,1.2342571358954562,0.0847598621164457,0.3684584631144578,0.8820295831524195,0.9626615070696316,1.4258956764961528,0.1706447264134639,0.8311400801456563,1
2016-01-29,-0.0581220544874667,0.0896312534809112,0.2456974983215332,0.1285710839554667,0.0251796480268239,0.0070231832563877,0.050348478462547,0.1166679967194795,0.0903660602867603,0.0084280742332339,0.2360678892582655,2.132203109768432,1.8222048471032728,3.7117390619613055,3.2985528338468506,0.1995011022125259,1.3764516748790423,0.276103702133052,1.0127872364668455,1.4213550763797334,0.9119829130916502,0.1629448720227135,1
2016-02-01,0.0532829437404871,0.0919141352176666,0.237114018201828,0.0529370542615651,0.0019925162196159,0.0452503010630607,0.1763280749320984,0.1944173460826277,0.1392221690155565,0.0107454773969948,0.0479748202487826,2.334846235432732,2.0076609167304182,2.4091896495539675,4.223501489743674,0.2336859800240784,1.1046024456405914,0.3768512008641726,0.7628428120248962,0.4980254812771563,0.2206273954916246,0.7650444953130445,0
2016-02-02,0.1485296042636036,0.1492031056433916,0.186534722149372,0.1624650225043296,0.0463100709021091,0.0013591961003839,0.0738931100815534,0.090967646241188,0.1057053454220295,0.0497485973872244,0.1314872005023062,1.1899292615427104,1.509104737574469,1.3827114431478882,1.769944756913601,0.0268898729586234,0.1550933445850461,0.3846400747849313,1.3973756689766224,0.7375731938928107,0.6073535141416844,0.7905417960412103,0
2016-02-03,0.1956082972697913,0.0220396012067794,0.1205927349627017,0.1526897225528955,0.0504787384532391,0.008571464754641,0.2569492276757955,0.0869528818875551,0.1102112613618373,0.0073472676798701,0.1808048114180564,1.999773103603124,1.3146724177373654,1.7722551364842898,4.291884864027333,0.2250435495272378,1.26410220570228,0.4987783099486071,0.6956574169690555,0.5379687278154017,1.3896696966931712,0.506650587291467,1
2016-02-04,-0.0726847030222415,0.0061373936012387,0.3217880129814148,0.2817380793392657,0.0110976740717887,0.0032340673729777,0.1670904530212283,0.0294067323207855,0.0471360620111226,0.0078162197954952,0.1215031370520591,2.1250579557318243,1.4617002974096414,2.0185329174777062,1.6651553759203312,0.1204374886911463,0.6337687973980984,2.11002035202298,2.0408515319010307,1.4170340558808687,0.4557582936435186,0.0,1
2016-02-05,0.2729005750268697,0.0151564314961433,0.2813270099461079,0.1694235727190971,0.0371606012806296,0.0026098050177097,0.1132812855765223,0.0123853620141744,0.0982535346411168,0.01536096483469,0.2516361525282263,2.3879739165150484,1.1082338357190995,1.4621393827599278,1.398338301620175,0.0,1.835449216487772,2.148014704008741,1.0643346523234634,0.7187550817100329,1.0331214134169442,0.6797165620355963,0
2016-02-08,-0.1688576685264707,0.0013039330951869,0.0144949231296777,0.1461663607507943,0.0065859258174896,0.0025384986773133,0.3530369557440281,0.0588308849371969,0.12403741851449,0.0013582982122898,0.2873379722237587,2.355403687224108,0.400702378829873,2.2685155349506942,3.2917635627520827,0.3644756837707126,2.906785341856429,0.1877536440966948,0.5287499848372111,0.0,0.8708819425228129,0.4082257205194646,0
2016-02-09,-0.0342619020491838,0.0044190268963575,0.1985509164631366,0.1867176495492458,0.0289495365694165,0.0,0.2545140072703361,0.022635494172573,0.1186273471452295,0.0391127970069646,0.1426325321197509,2.9125171880133,0.8874999398899401,2.897230296150392,1.3534245006714114,0.4025628220367764,2.1105870548280827,2.3112501855053926,1.296747751483766,0.7430906817443159,0.3346502903596589,0.4144155416829737,0
2016-02-10,0.1145179361104965,0.0097293902188539,0.2091468401253223,0.2034926764667033,0.0444095334038138,0.0,0.2574062094092369,0.0420543194748461,0.0861210700124502,0.0135145019739866,0.1321624334901571,2.080405888809346,1.501839311784261,3.060955506449408,2.560963425810079,0.239823169932451,0.9295353462948288,2.1027347294358454,0.9086673697174869,0.3397377666146843,0.8811373822113764,0.5313739835072434,0
2016-02-11,-0.0335622915998101,0.0029486753046512,0.2588513046503067,0.2456925505772233,0.005492040887475,0.0034852792508899,0.165849383920431,0.0334127886220812,0.0595055291429161,0.0263780185021459,0.1950281802564859,2.1453884873332054,1.4652540529495686,3.855454031284019,1.5899249767618044,0.0,1.809866520384685,1.426988273260485,1.9214902107235727,1.0311086545838932,0.1190418404738253,0.8875279107246099,0
